
source: SS-35 2377 A, target: SS-34 2375 A, value: 3.92
source: Wolf 1466 A, target: DM-18 4986 A, value: 7.45


source: Wolf 1466 A, target: L 850-62 A, value: 6.4


source: SS-27 6854 A, target: DK-33 1023 A, value: 6.7


source: SS-27 6854 A, target: DK-26 2485 A, value: 7.92


source: SS-27 6854 A, target: BD-111 094307 , value: 6.37


source: Oneil 723  A, target: DK+32 2390 A, value: 7.65


source: Oneil 723  A, target: DK+21 6825A, value: 6.55


source: Oneil 723  A, target: HC+25 1902 A, value: 5.56


source: Oneil 723  A, target: BK-5 9201 A, value: 7.44


source: Oneil 723  A, target: HC-4 9701 Kaa'a'ah A, value: 4.14


source: Oneil 723  A, target: HC+3 1919 A, value: 5.07


source: HC-24 1124 A, target: DK-33 1023 A, value: 7.57


source: HC-24 1124 A, target: HC+25 1902 A, value: 5.22


source: HC-24 1124 A, target: DK-26 2485 A, value: 4.86


source: HC-24 1124 A, target: BK-5 9201 A, value: 4.37


source: HC-24 1124 A, target: DM-21 4352 A, value: 7.22


source: SS-22 4654 A, target: DK+29 3074  A, value: 5.92


source: SS-22 4654 A, target: Chien 820  A, value: 6.32


source: SS-22 4654 A, target: HC+3 1919 A, value: 5.96


source: SS-22 4654 A, target: BK-2 0075 , value: 5.59


source: SS-22 4654 B, target: DK+29 3074  A, value: 5.92


source: SS-22 4654 B, target: Chien 820  A, value: 6.32


source: SS-22 4654 B, target: HC+3 1919 A, value: 5.96


source: SS-22 4654 B, target: BK-2 0075 , value: 5.59


source: DK-26 2485 A, target: SS-27 6854 A, value: 7.92


source: DK-26 2485 A, target: HC-24 1124 A, value: 4.86


source: DK-26 2485 A, target: DM-21 4352 A, value: 7.51


source: DM+18 3606 A, target: DM+15 3364 A, value: 4.26


source: DM-18 4986 A, target: Wolf 1466 A, value: 7.45


source: DM-18 4986 A, target: DM-21 5081 A, value: 2.5


source: HC+18 9881 A, target: Chien 820  A, value: 7.6


source: HC+18 9881 A, target: BK+15 3434 A, value: 7.65


source: HC+18 9881 A, target: Chien 414  A, value: 6.76


source: SS-19 2424  A, target: DK+21 6825A, value: 7.85


source: DM-21 5081 A, target: DM-18 4986 A, value: 2.5


source: DM-1 3474 A, target: L 1064-75 A, value: 5.05


source: DM-1 3474 A, target: L 1113-55 A, value: 5.1


source: DM-1 3474 A, target: DM-6 4663 A, value: 7.11


source: DM-1 3474 A, target: DM-6 4663 B, value: 7.11


source: BK-5 9201 A, target: HC+25 1902 A, value: 5.18


source: BK-5 9201 A, target: Oneil 723  A, value: 7.44


source: BK-5 9201 A, target: HC-24 1124 A, value: 4.37


source: BK-5 9201 A, target: HC-4 9701 Kaa'a'ah A, value: 6.61


source: BK-5 9201 A, target: DM-21 4352 A, value: 6.28


source: HC-4 9701 Kaa'a'ah A, target: HC+25 1902 A, value: 6.28


source: HC-4 9701 Kaa'a'ah A, target: Oneil 723  A, value: 4.14


source: HC-4 9701 Kaa'a'ah A, target: BK-5 9201 A, value: 6.61


source: HC-4 9701 Kaa'a'ah A, target: HC+3 1919 A, value: 4.34


source: BK+15 3434 A, target: Chien 820  A, value: 7.15


source: BK+15 3434 A, target: HC+18 9881 A, value: 7.65


source: BK+15 3434 A, target: HC+13 232 A, value: 7.46


source: BK+15 3434 A, target: HC+13 232 B, value: 7.46


source: BK+15 3434 A, target: Chien 414  A, value: 5.23


source: HC+3 1919 A, target: Oneil 723  A, value: 5.07


source: HC+3 1919 A, target: SS-22 4654 A, value: 5.96


source: HC+3 1919 A, target: SS-22 4654 B, value: 5.96


source: HC+3 1919 A, target: HC-4 9701 Kaa'a'ah A, value: 4.34


source: HC+3 1919 A, target: BK-2 0075 , value: 4.81


source: DM+15 3364 A, target: DM+18 3606 A, value: 4.26


source: Delta Aquilae A, target: AC+3 2528-176 A, value: 7.92


source: Delta Aquilae A, target: DM+7 4052 A, value: 3.75


source: Delta Aquilae A, target: Beta Aquilae A, value: 6.57


source: Delta Aquilae A, target: Beta Aquilae B, value: 6.57


source: Delta Aquilae A, target: DM+4 4157 A, value: 5.16


source: Delta Aquilae B, target: AC+3 2528-176 A, value: 7.92


source: Delta Aquilae B, target: DM+7 4052 A, value: 3.75


source: Delta Aquilae B, target: Beta Aquilae A, value: 6.57


source: Delta Aquilae B, target: Beta Aquilae B, value: 6.57


source: Delta Aquilae B, target: DM+4 4157 A, value: 5.16


source: BD-111 094307 , target: SS-27 6854 A, value: 6.37


source: BD-111 094307 , target: DM-6 4663 A, value: 7.27


source: BD-111 094307 , target: DM-6 4663 B, value: 7.27


source: BD-111 094307 , target: L 989-20 A, value: 7.02


source: BD-111 094307 , target: L 989-20 B, value: 7.02


source: L 850-62 A, target: Wolf 1466 A, value: 6.4


source: HC+13 232 A, target: BK+15 3434 A, value: 7.46


source: HC+13 232 B, target: BK+15 3434 A, value: 7.46


source: DK+17 4521 , target: DM+3 3465 A, value: 6.62


source: DM+7 4052 A, target: Delta Aquilae A, value: 3.75


source: DM+7 4052 A, target: Delta Aquilae B, value: 3.75


source: DM+7 4052 A, target: Beta Aquilae A, value: 6.5


source: DM+7 4052 A, target: Beta Aquilae B, value: 6.5


source: DM+7 4052 A, target: DM+4 4157 A, value: 4.67


source: DM+7 4052 A, target: BPM 94172 A, value: 6.74


source: DM-6 4663 A, target: DM-1 3474 A, value: 7.11


source: DM-6 4663 A, target: BD-111 094307 , value: 7.27


source: DM-6 4663 A, target: DM+3 3465 A, value: 7.53


source: DM-6 4663 A, target: L 989-20 A, value: 7.85


source: DM-6 4663 A, target: L 989-20 B, value: 7.85


source: DM-6 4663 B, target: DM-1 3474 A, value: 7.11


source: DM-6 4663 B, target: BD-111 094307 , value: 7.27


source: DM-6 4663 B, target: DM+3 3465 A, value: 7.53


source: DM-6 4663 B, target: L 989-20 A, value: 7.85


source: DM-6 4663 B, target: L 989-20 B, value: 7.85


source: BK-2 0075 , target: SS-22 4654 A, value: 5.59


source: BK-2 0075 , target: SS-22 4654 B, value: 5.59


source: BK-2 0075 , target: HC+3 1919 A, value: 4.81


source: BK-2 0075 , target: BK-1 1423 , value: 5.03


source: BK-2 0075 , target: BK+7 5675 A, value: 7


source: BK-2 0075 , target: HC-6 2111, value: 6.08


source: Beta Aquilae A, target: Delta Aquilae A, value: 6.57


source: Beta Aquilae A, target: Delta Aquilae B, value: 6.57


source: Beta Aquilae A, target: DM+7 4052 A, value: 6.5


source: Beta Aquilae A, target: DM+4 4157 A, value: 6.26


source: Beta Aquilae A, target: AC+13 1185-145 A, value: 6.8


source: Beta Aquilae A, target: DM+2 4076 A, value: 4.6


source: Beta Aquilae B, target: Delta Aquilae A, value: 6.57


source: Beta Aquilae B, target: Delta Aquilae B, value: 6.57


source: Beta Aquilae B, target: DM+7 4052 A, value: 6.5


source: Beta Aquilae B, target: DM+4 4157 A, value: 6.26


source: Beta Aquilae B, target: AC+13 1185-145 A, value: 6.8


source: Beta Aquilae B, target: DM+2 4076 A, value: 4.6


source: BK-1 1423 , target: BK-2 0075 , value: 5.03


source: BK-1 1423 , target: HC-6 2111, value: 5.23


source: BK-1 1423 , target: BK+00 2334 , value: 5.1


source: DM-21 4352 A, target: HC-24 1124 A, value: 7.22


source: DM-21 4352 A, target: DK-26 2485 A, value: 7.51


source: DM-21 4352 A, target: BK-5 9201 A, value: 6.28


source: DM-21 4352 A, target: DM-24 12677 A, value: 2.73


source: Chien 414  A, target: HC+18 9881 A, value: 6.76


source: Chien 414  A, target: BK+15 3434 A, value: 5.23


source: Chien 414  A, target: BK+7 5675 A, value: 5.11


source: Chien 414  A, target: BK-8 0854  A, value: 5.21


source: Chien 414  A, target: BK+10 1245 A, value: 5.5


source: DM+3 3465 A, target: DK+17 4521 , value: 6.62


source: DM+3 3465 A, target: DM-6 4663 A, value: 7.53


source: DM+3 3465 A, target: DM-6 4663 B, value: 7.53


source: DM+3 3465 A, target: L 989-20 A, value: 6.16


source: DM+3 3465 A, target: L 989-20 B, value: 6.16


source: L 989-20 A, target: BD-111 094307 , value: 7.02


source: L 989-20 A, target: DM-6 4663 A, value: 7.85


source: L 989-20 A, target: DM-6 4663 B, value: 7.85


source: L 989-20 A, target: DM+3 3465 A, value: 6.16


source: L 989-20 A, target: DM-4 4225 A, value: 5.07


source: L 989-20 A, target: DM-4 4226 A, value: 5.07


source: L 989-20 A, target: DM-1 3220 A, value: 7.38


source: L 989-20 B, target: BD-111 094307 , value: 7.02


source: L 989-20 B, target: DM-6 4663 A, value: 7.85


source: L 989-20 B, target: DM-6 4663 B, value: 7.85


source: L 989-20 B, target: DM+3 3465 A, value: 6.16


source: L 989-20 B, target: DM-4 4225 A, value: 5.07


source: L 989-20 B, target: DM-4 4226 A, value: 5.07


source: L 989-20 B, target: DM-1 3220 A, value: 7.38


source: AC+16 247-80 A, target: DM+25 3719 A, value: 7.59


source: AC+16 247-80 A, target: BPM 94172 A, value: 5.4


source: AC+16 247-80 A, target: DM+5 3993 A, value: 7.99


source: BK+7 5675 A, target: BK-2 0075 , value: 7


source: BK+7 5675 A, target: Chien 414  A, value: 5.11


source: BK+7 5675 A, target: HC-6 2111, value: 4.36


source: BK+7 5675 A, target: BK-8 0854  A, value: 4.88


source: DM-24 12677 A, target: DM-21 4352 A, value: 2.73


source: DM+4 4157 A, target: Delta Aquilae A, value: 5.16


source: DM+4 4157 A, target: Delta Aquilae B, value: 5.16


source: DM+4 4157 A, target: DM+7 4052 A, value: 4.67


source: DM+4 4157 A, target: Beta Aquilae A, value: 6.26


source: DM+4 4157 A, target: Beta Aquilae B, value: 6.26


source: DM+4 4157 A, target: BPM 94172 A, value: 7.67


source: DM+4 4157 A, target: DM+2 4076 A, value: 5.34


source: DM+4 4157 A, target: DM+5 3993 A, value: 7.35


source: HC-6 2111, target: BK-2 0075 , value: 6.08


source: HC-6 2111, target: BK-1 1423 , value: 5.23


source: HC-6 2111, target: BK+7 5675 A, value: 4.36


source: HC-6 2111, target: BK-8 0854  A, value: 5.17


source: HC-6 2111, target: BK+00 2334 , value: 7.13


source: DM+25 3719 A, target: AC+16 247-80 A, value: 7.59


source: AC+13 1185-145 A, target: Beta Aquilae A, value: 6.8


source: AC+13 1185-145 A, target: Beta Aquilae B, value: 6.8


source: BPM 94172 A, target: DM+7 4052 A, value: 6.74


source: BPM 94172 A, target: AC+16 247-80 A, value: 5.4


source: BPM 94172 A, target: DM+4 4157 A, value: 7.67


source: BPM 94172 A, target: DM+5 3993 A, value: 7.78


source: BK-8 0854  A, target: Chien 414  A, value: 5.21


source: BK-8 0854  A, target: BK+7 5675 A, value: 4.88


source: BK-8 0854  A, target: HC-6 2111, value: 5.17


source: BK-8 0854  A, target: BK+10 1245 A, value: 6.73


source: BK-8 0854  A, target: DM+13 2901 A, value: 5.83


source: BK+00 2334 , target: BK-1 1423 , value: 5.1


source: BK+00 2334 , target: HC-6 2111, value: 7.13


source: BK+00 2334 , target: Gamma Serpentis, value: 5.73


source: BK+10 1245 A, target: Chien 414  A, value: 5.5


source: BK+10 1245 A, target: BK-8 0854  A, value: 6.73


source: BK+10 1245 A, target: HC+11 9580 A, value: 5.89


source: DM+2 4076 A, target: Beta Aquilae A, value: 4.6


source: DM+2 4076 A, target: Beta Aquilae B, value: 4.6


source: DM+2 4076 A, target: DM+4 4157 A, value: 5.34


source: DM+5 3993 A, target: AC+16 247-80 A, value: 7.99


source: DM+5 3993 A, target: DM+4 4157 A, value: 7.35


source: DM+5 3993 A, target: BPM 94172 A, value: 7.78


source: DM+5 3993 A, target: AC+8 142-393 A, value: 3.68


source: DM+5 3993 A, target: AC+2 2155-242 A, value: 5.92


source: DM-24 15668 A, target: DM-23 15935 A, value: 6.45


source: DM-24 15668 A, target: DM-28 16676 A, value: 7.14


source: Chien 112 A, target: HC+11 9580 A, value: 7.66


source: DM-19 5899 A, target: DM-14 5936 A, value: 6.65


source: DM-19 5899 A, target: DM-14 5936 B, value: 6.65


source: DM-19 5899 A, target: DM-24 16193 A, value: 4.59


source: DM-19 5899 B, target: DM-14 5936 A, value: 6.65


source: DM-19 5899 B, target: DM-14 5936 B, value: 6.65


source: DM-19 5899 B, target: DM-24 16193 A, value: 4.59


source: DM-4 4225 A, target: L 989-20 A, value: 5.07


source: DM-4 4225 A, target: L 989-20 B, value: 5.07


source: DM-4 4225 A, target: DM-1 3220 A, value: 4.84


source: DM-4 4226 A, target: L 989-20 A, value: 5.07


source: DM-4 4226 A, target: L 989-20 B, value: 5.07


source: DM-4 4226 A, target: DM-1 3220 A, value: 4.84


source: AC+8 142-393 A, target: DM+5 3993 A, value: 3.68


source: AC+8 142-393 A, target: AC+2 2155-242 A, value: 4.47


source: DM-1 3220 A, target: L 989-20 A, value: 7.38


source: DM-1 3220 A, target: L 989-20 B, value: 7.38


source: DM-1 3220 A, target: DM-4 4225 A, value: 4.84


source: DM-1 3220 A, target: DM-4 4226 A, value: 4.84


source: DM-14 5936 A, target: DM-19 5899 A, value: 6.65


source: DM-14 5936 A, target: DM-19 5899 B, value: 6.65


source: DM-14 5936 B, target: DM-19 5899 A, value: 6.65


source: DM-14 5936 B, target: DM-19 5899 B, value: 6.65


source: L 489-58 A, target: DM-43 12343 A, value: 7.13


source: L 489-58 A, target: DM-46 12902 A, value: 7.3


source: L 489-58 A, target: DM-46 12902 B, value: 7.3


source: L 489-58 B, target: DM-43 12343 A, value: 7.13


source: L 489-58 B, target: DM-46 12902 A, value: 7.3


source: L 489-58 B, target: DM-46 12902 B, value: 7.3


source: DM+45 2688 A, target: DM+51 2402 A, value: 5.74


source: DM+45 2688 A, target: DM+51 2402 B, value: 5.74


source: DM+45 2688 A, target: DM+45 2743 A, value: 7.94


source: DM+45 2688 A, target: VB 9 B, value: 7.94


source: Gamma Serpentis, target: BK+00 2334 , value: 5.73


source: Gamma Serpentis, target: Lambda Serpentis A, value: 7.89


source: Gamma Serpentis, target: AC+18 1890-112 A, value: 6.31


source: Gamma Serpentis, target: L 1272-21 B, value: 6.31


source: Gamma Serpentis, target: Ross 508 A, value: 6.96


source: DM-24 16193 A, target: DM-19 5899 A, value: 4.59


source: DM-24 16193 A, target: DM-19 5899 B, value: 4.59


source: DM-24 16193 A, target: DM-28 16676 A, value: 6.45


source: Ross 867 B, target: Ross 868 A, value: 2.77


source: Ross 867 B, target: DM+25 3173 A, value: 4.41


source: Ross 867 B, target: Ross 863 A, value: 6.53


source: DM+13 2901 A, target: BK-8 0854  A, value: 5.83


source: DM+13 2901 A, target: DM+16 2658 A, value: 7.85


source: DM-43 12343 A, target: L 489-58 A, value: 7.13


source: DM-43 12343 A, target: L 489-58 B, value: 7.13


source: DM-43 12343 A, target: Mu Arae A, value: 7.43


source: AC+24 747-102 A, target: AC+22 308-605 A, value: 5.24


source: HC+11 9580 A, target: BK+10 1245 A, value: 5.89


source: HC+11 9580 A, target: Chien 112 A, value: 7.66


source: AC+2 2155-242 A, target: DM+5 3993 A, value: 5.92


source: AC+2 2155-242 A, target: AC+8 142-393 A, value: 4.47


source: AC+2 2155-242 A, target: L 997-21 A, value: 7.32


source: AC+2 2155-242 A, target: AC-7 342-397 B, value: 6.38


source: AC+2 2155-242 A, target: AC-7 342-402 A, value: 6.38


source: DM+5 3409 A, target: King A, value: 7.64


source: DM+5 3409 B, target: King A, value: 7.64


source: L 997-21 A, target: AC+2 2155-242 A, value: 7.32


source: L 997-21 A, target: AC-7 342-397 B, value: 7.62


source: L 997-21 A, target: AC-7 342-402 A, value: 7.62


source: DM-23 15935 A, target: DM-24 15668 A, value: 6.45


source: DM-23 15935 A, target: DM-28 16676 A, value: 6.15


source: DM-23 15935 A, target: Psi Capricorni A, value: 6.98


source: DM-46 12902 A, target: L 489-58 A, value: 7.3


source: DM-46 12902 A, target: L 489-58 B, value: 7.3


source: DM-46 12902 A, target: DM-48 12818 A, value: 7.82


source: DM-46 12902 B, target: L 489-58 A, value: 7.3


source: DM-46 12902 B, target: L 489-58 B, value: 7.3


source: DM-46 12902 B, target: DM-48 12818 A, value: 7.82


source: Ross 188 A, target: AC+39 57322 A, value: 5.27


source: Ross 188 A, target: AC+39 57322 B, value: 5.27


source: Ross 188 A, target: AC+39 57322 C, value: 5.27


source: Ross 868 A, target: Ross 867 B, value: 2.77


source: Ross 868 A, target: DM+25 3173 A, value: 2.98


source: Ross 868 A, target: Ross 863 A, value: 4.31


source: Ross 868 A, target: Zeta Herculis A, value: 6.6


source: Ross 868 A, target: Zeta Herculis B, value: 6.6


source: Ross 868 A, target: Botany Bay A, value: 6.84


source: DM+25 3173 A, target: Ross 867 B, value: 4.41


source: DM+25 3173 A, target: Ross 868 A, value: 2.98


source: DM+25 3173 A, target: Ross 863 A, value: 3.58


source: DM+25 3173 A, target: Zeta Herculis A, value: 4.89


source: DM+25 3173 A, target: Zeta Herculis B, value: 4.89


source: DM+25 3173 A, target: Botany Bay A, value: 5.55


source: DM-28 16676 A, target: DM-24 15668 A, value: 7.14


source: DM-28 16676 A, target: DM-24 16193 A, value: 6.45


source: DM-28 16676 A, target: DM-23 15935 A, value: 6.15


source: DM-28 16676 A, target: Psi Capricorni A, value: 4.74


source: AC-7 342-397 B, target: AC+2 2155-242 A, value: 6.38


source: AC-7 342-397 B, target: L 997-21 A, value: 7.62


source: AC-7 342-402 A, target: AC+2 2155-242 A, value: 6.38


source: AC-7 342-402 A, target: L 997-21 A, value: 7.62


source: DM-37 10500 A, target: L 480-69 A, value: 5.08


source: DM-37 10500 B, target: L 480-69 A, value: 5.08


source: Ross 863 A, target: Ross 867 B, value: 6.53


source: Ross 863 A, target: Ross 868 A, value: 4.31


source: Ross 863 A, target: DM+25 3173 A, value: 3.58


source: Ross 863 A, target: Zeta Herculis A, value: 6.4


source: Ross 863 A, target: Zeta Herculis B, value: 6.4


source: Ross 863 A, target: Botany Bay A, value: 7.16


source: Ross 863 A, target: New Melbourne A, value: 7.44


source: Ross 863 A, target: Mu Herculis A, value: 7.87


source: Ross 863 A, target: Mu Herculis B, value: 7.87


source: Ross 863 A, target: Mu Herculis C, value: 7.87


source: L 856-54 A, target: Wolf 906 A, value: 5.6


source: L 856-54 A, target: Wolf 918 A, value: 6.08


source: L 856-54 B, target: Wolf 906 A, value: 5.6


source: L 856-54 B, target: Wolf 918 A, value: 6.08


source: Lambda Serpentis A, target: Gamma Serpentis, value: 7.89


source: Lambda Serpentis A, target: AC+18 1890-112 A, value: 6.49


source: Lambda Serpentis A, target: L 1272-21 B, value: 6.49


source: Lambda Serpentis A, target: Ross 508 A, value: 7.16


source: DM+24 2786 A, target: DM+25 2874 A, value: 4.44


source: DM+24 2786 A, target: DM+24 2733 A, value: 3.45


source: DM+24 2786 A, target: DM+24 2733 B, value: 5.14


source: DM+24 2786 A, target: DM+16 2658 A, value: 7.96


source: DM+24 2786 B, target: DM+25 2874 A, value: 4.44


source: DM+24 2786 B, target: DM+24 2733 A, value: 3.45


source: DM+24 2786 B, target: DM+24 2733 B, value: 5.14


source: DM+24 2786 B, target: DM+16 2658 A, value: 7.96


source: DM+25 2874 A, target: DM+24 2786 A, value: 4.44


source: DM+25 2874 A, target: DM+24 2786 B, value: 4.44


source: DM+25 2874 A, target: DM+24 2733 A, value: 7.83


source: DM+25 2874 A, target: DM+19 2881 A, value: 6.66


source: DM+25 2874 A, target: DM+19 2881 B, value: 6.66


source: Ross 802 A, target: L 768-119 A, value: 7.51


source: DM+51 2402 A, target: DM+45 2688 A, value: 5.74


source: DM+51 2402 A, target: DM+45 2743 A, value: 7.63


source: DM+51 2402 A, target: VB 9 B, value: 7.63


source: DM+51 2402 A, target: DM+52 2294 A, value: 3.77


source: DM+51 2402 B, target: DM+45 2688 A, value: 5.74


source: DM+51 2402 B, target: DM+45 2743 A, value: 7.63


source: DM+51 2402 B, target: VB 9 B, value: 7.63


source: DM+51 2402 B, target: DM+52 2294 A, value: 3.77


source: Wolf 906 A, target: L 856-54 A, value: 5.6


source: Wolf 906 A, target: L 856-54 B, value: 5.6


source: Wolf 906 A, target: Wolf 918 A, value: 6.61


source: AC+22 308-605 A, target: AC+24 747-102 A, value: 5.24


source: DM+24 2733 A, target: DM+24 2786 A, value: 3.45


source: DM+24 2733 A, target: DM+24 2786 B, value: 3.45


source: DM+24 2733 A, target: DM+25 2874 A, value: 7.83


source: DM+24 2733 A, target: DM+24 2733 B, value: 2


source: DM+24 2733 A, target: DM+16 2658 A, value: 7.75


source: DM+38 3095 A, target: DM+45 2743 A, value: 7.38


source: DM+38 3095 A, target: VB 9 B, value: 7.38


source: DM+38 3095 A, target: DM+43 2796 A, value: 5.25


source: DM+45 2743 A, target: DM+45 2688 A, value: 7.94


source: DM+45 2743 A, target: DM+51 2402 A, value: 7.63


source: DM+45 2743 A, target: DM+51 2402 B, value: 7.63


source: DM+45 2743 A, target: DM+38 3095 A, value: 7.38


source: DM+45 2743 A, target: DM+52 2294 A, value: 6.41


source: VB 9 B, target: DM+45 2688 A, value: 7.94


source: VB 9 B, target: DM+51 2402 A, value: 7.63


source: VB 9 B, target: DM+51 2402 B, value: 7.63


source: VB 9 B, target: DM+38 3095 A, value: 7.38


source: VB 9 B, target: DM+52 2294 A, value: 6.41


source: Mu Arae A, target: DM-43 12343 A, value: 7.43


source: Mu Arae A, target: DM-48 11837 A, value: 5.46


source: Mu Arae A, target: DM-58 7076 A, value: 7.67


source: Mu Arae A, target: DM-51 10924 A, value: 5.94


source: Mu Arae A, target: DM-51 10924 B, value: 5.94


source: AC+18 1890-112 A, target: Gamma Serpentis, value: 6.31


source: AC+18 1890-112 A, target: Lambda Serpentis A, value: 6.49


source: AC+18 1890-112 A, target: L 1346-53 A, value: 4.69


source: AC+18 1890-112 A, target: Ross 508 A, value: 1.87


source: AC+18 1890-112 A, target: DM+19 2881 A, value: 7.46


source: AC+18 1890-112 A, target: DM+19 2881 B, value: 7.46


source: AC+18 1890-112 A, target: DM+16 2708 A, value: 6.07


source: AC+18 1890-112 A, target: Ross 52 A, value: 6.9


source: AC+18 1890-112 A, target: Ross 52 B, value: 6.9


source: L 1272-21 B, target: Gamma Serpentis, value: 6.31


source: L 1272-21 B, target: Lambda Serpentis A, value: 6.49


source: L 1272-21 B, target: L 1346-53 A, value: 4.69


source: L 1272-21 B, target: Ross 508 A, value: 1.87


source: L 1272-21 B, target: DM+19 2881 A, value: 7.46


source: L 1272-21 B, target: DM+19 2881 B, value: 7.46


source: L 1272-21 B, target: DM+16 2708 A, value: 6.07


source: L 1272-21 B, target: Ross 52 A, value: 6.9


source: L 1272-21 B, target: Ross 52 B, value: 6.9


source: L 1346-53 A, target: AC+18 1890-112 A, value: 4.69


source: L 1346-53 A, target: L 1272-21 B, value: 4.69


source: L 1346-53 A, target: Ross 508 A, value: 6.47


source: Ross 508 A, target: Gamma Serpentis, value: 6.96


source: Ross 508 A, target: Lambda Serpentis A, value: 7.16


source: Ross 508 A, target: AC+18 1890-112 A, value: 1.87


source: Ross 508 A, target: L 1272-21 B, value: 1.87


source: Ross 508 A, target: L 1346-53 A, value: 6.47


source: Ross 508 A, target: DM+19 2881 A, value: 5.65


